epoch,train_loss,val_loss,val_psnr,val_ssim,seconds
0,0.2868847522987138,0.2074602854748567,17.649027983347576,0.6970646555225054,119.5
1,0.23487356311957772,0.190746254598101,18.404090801874798,0.734568253159523,121.1
2,0.22597687705120909,0.18721051079531512,18.45259090264638,0.7625493481755257,119.9
3,0.22367808947322565,0.1784193137039741,18.90620227654775,0.7703841278950373,120.7
4,0.2201217417733385,0.1777965510264039,18.791839599609375,0.769624762237072,122.8
5,0.2208880814253737,0.16951375858237347,19.238043268521626,0.783002051214377,120.6
6,0.2100207761545247,0.1666684504598379,19.48248835404714,0.7841077769796053,120.6
7,0.2062437648141603,0.17758891079574823,18.789358774820965,0.7772481267650923,122.2
8,0.21159545803835633,0.1643048214415709,19.51633648077647,0.7888141920169195,120.6
9,0.20806476535326843,0.16881304482618967,19.252548297246296,0.7891289368271828,122.2
10,0.20924994069228478,0.16296915896236897,19.66899295647939,0.7948815921942393,121.3
11,0.20050927586511735,0.16326819049815336,19.53324270248413,0.7906920313835144,120.6
12,0.19763949445081413,0.17047735955566168,19.104217330614727,0.7843158394098282,119.9
13,0.1966311202956996,0.16007243717710176,19.507814407348633,0.7944571624199549,119.8
14,0.19786846603548855,0.15444589468340078,19.910124103228252,0.8044149825970331,122.0
15,0.19913311360762753,0.17315231139461199,18.904454747835796,0.7772828340530396,121.3
16,0.1926257096982877,0.15626385870079199,19.869529088338215,0.8007790843645731,121.3
17,0.19544784215475441,0.15461151332904896,19.90389919281006,0.7991606543461481,119.2
18,0.1968847319415403,0.15131557546555996,19.96774633725484,0.8038298810521761,119.8
19,0.19577703378889538,0.18734709142396846,18.079232494036358,0.7632106492916743,120.8
20,0.19237345214420504,0.15136124224712452,20.034913500150044,0.8059118141730627,142.2
21,0.18949534692758813,0.14986466305951276,20.0759996175766,0.8051155904928843,140.7
22,0.1885396713100442,0.1526492452248931,19.8981751203537,0.8066922177871069,154.7
23,0.18869893642467098,0.1577798513074716,19.727681199709576,0.7988076234857241,153.0
24,0.19245703853325014,0.14962551991144815,20.325619022051495,0.8057255720098814,137.1
25,0.1866884934245993,0.15741503114501634,19.45827066898346,0.8028652196129163,141.4
26,0.18666217691444476,0.15426077072819075,19.95364209016164,0.8034716670711836,140.4
27,0.18407567737436076,0.15140158217400312,19.973363995552063,0.8056721488634745,135.7
28,0.18836360619565762,0.15174092476566634,19.864683469136555,0.8071368883053461,120.9
29,0.1857280601328666,0.1517660745109121,19.868561267852783,0.8037817204991976,121.3
30,0.1805690085053991,0.15291941041747728,20.05851658185323,0.8045335660378138,121.0
31,0.1826620154561253,0.15491242613643408,19.847902059555054,0.807793656984965,120.6
32,0.18146524363017957,0.15111889503896236,19.980050484339397,0.8048772985736529,119.5
33,0.18820356481939282,0.1498855510726571,19.919517238934834,0.8089767595132192,120.3
34,0.18403335520570432,0.14967100508511066,20.134541193644207,0.8095144753654798,119.7
35,0.18614174606739928,0.14818832278251648,20.023793935775757,0.8091273456811905,119.6
36,0.1809753105044365,0.15430994797497988,19.689603408177693,0.8066443974773089,120.7
37,0.1835831101266069,0.15108562540262938,20.032885948816936,0.8086523761351904,123.5
38,0.18360355499824252,0.15509930408249298,19.76924463113149,0.8065779581665993,121.6
39,0.18197821436125203,0.1600051869948705,19.389021039009094,0.7982343062758446,120.9
40,0.17932123297808367,0.14713422488421202,19.991881608963013,0.8123180692394575,122.1
41,0.185103649598196,0.15649934144069752,19.759852528572083,0.8066452418764433,120.1
42,0.1812434903935555,0.15373439838488898,19.62902828057607,0.8084893152117729,120.4
43,0.1842208587043329,0.15344191466768584,19.818663477897644,0.804198664923509,119.3
44,0.1808534857876804,0.14829101723929247,20.021193106969196,0.8099300389488538,119.4
45,0.18587511477120425,0.1537171828870972,19.662438193957012,0.8069393138090769,120.4
46,0.18198490737501635,0.14999787292132774,20.032373309135437,0.8107708891232809,119.3
47,0.18273839200718686,0.15002196344236532,19.770694891611736,0.812337393561999,121.9
48,0.18316231791032564,0.14617785811424255,20.168232639630634,0.8159443661570549,122.0
49,0.17844950353060293,0.1579392251248161,19.51728133360545,0.80087461322546,121.1
50,0.1847673655239814,0.1490623609473308,19.913089474042255,0.8132738942901293,122.1
51,0.1855464846305891,0.15549685650815567,19.84062373638153,0.8132108027736346,126.5
52,0.18175928687693876,0.14568182174116373,20.154699683189392,0.8149515564242998,123.5
53,0.17707059378607556,0.15364557690918446,19.830217401186626,0.8059849391380945,121.6
54,0.18352658205896344,0.14445395146807036,20.32102886835734,0.8177730565269788,121.9
55,0.17800102799857428,0.14517561004807553,20.272855202356975,0.8180839369694392,122.2
56,0.18050128173664076,0.15440659566471973,19.512014110883076,0.8096197868386904,122.4
57,0.1825125542802548,0.15837186357627311,19.732091228167217,0.8094466105103493,122.2
58,0.17704344062356775,0.15185564818481603,19.7833114862442,0.8120784337321917,123.6
59,0.18070786907722097,0.14721178201337656,20.244064648946125,0.8161620969573656,123.6
60,0.17815652161563209,0.1476460937410593,19.936718861262005,0.8169004792968432,122.6
61,0.17607245539579916,0.1477483445778489,19.986814101537068,0.8146022831400236,120.9
62,0.17846179418607588,0.15771929205705723,19.212111830711365,0.8066492254535357,121.1
63,0.17998343374614323,0.14559386111795902,20.182344953219097,0.8171144922574362,120.9
