epoch,train_loss,val_loss,val_psnr,val_ssim,seconds
46,0.1156362399732301,0.11583310986558597,17.115030924479168,0.7616613705952963,49.0
47,0.11504252900907752,0.11362782989939053,17.118120034535725,0.7630615234375,48.9
48,0.11270423862365407,0.11736047019561131,17.063747326533,0.754103218515714,49.0
49,0.11030291895800774,0.1149944867938757,16.889891227086384,0.7582300106684366,49.1
0,0.1983382420939043,0.14373642392456532,15.161193688710531,0.6790103614330292,50.9
1,0.14747827144664363,0.1359117248406013,15.823687156041464,0.7069146434466044,48.6
0,nan,0.426147423684597,7.236915787061055,0.2011418305337429,15.9
1,nan,0.426147423684597,7.236915787061055,0.2011418305337429,14.3
0,0.20094305584463504,0.14400781380633512,15.112300872802734,0.6826858371496201,7.0
1,0.14975205494449773,0.1366560266663631,15.62626322110494,0.7022184679905573,5.7
0,0.20094301367024764,0.14400791935622692,15.11229387919108,0.6826861798763275,7.4
1,0.14975156033531242,0.13665595091879368,15.626270373662313,0.702218567331632,5.9
0,0.200943017293007,0.14400784795482954,15.112298250198364,0.6826859364906946,7.5
1,0.1497519565148091,0.1366560303916534,15.62626282374064,0.7022184828917185,5.9
2,0.14498210192546931,0.13402417860925198,15.880994240442911,0.7040824989477793,6.2
3,0.14369073216247996,0.13486078816155592,15.921414375305176,0.7101500829060873,6.1
4,0.14095396343447747,0.13647269954284033,15.791747887929281,0.7111553053061167,6.0
5,0.13838287190012977,0.13863063044846058,15.77394962310791,0.7187284231185913,6.0
6,0.1355339779151142,0.13922659493982792,15.492363770802816,0.7111191501220068,5.9
7,0.13819212138379386,0.1376408040523529,15.577274163564047,0.7183928986390432,6.1
8,0.1362851431952157,0.13651693488160768,15.800271272659302,0.7231494436661402,6.1
9,0.13755080701971273,0.14499254276355109,15.487860202789307,0.7145316352446874,6.1
10,0.13762226782807516,0.13423112966120243,15.995952447255453,0.7234939932823181,6.2
11,0.13452210113269472,0.14198670350015163,15.660047769546509,0.7181158612171809,6.4
12,0.1376100633669337,0.14697201053301492,15.420293887456259,0.7144471555948257,6.3
13,0.1358848844372898,0.13177156758805117,16.111965894699097,0.7288099477688471,6.3
14,0.1340160921489427,0.13170920560757318,15.947226921717325,0.7296727299690247,6.2
15,0.13315106108101135,0.1325420495122671,15.932495991388956,0.7286987751722336,6.3
16,0.13053837818426822,0.13151171493033567,16.24075110753377,0.7290063550074896,6.3
17,0.1305258356786649,0.1304352798809608,16.190295378367107,0.7280265639225642,6.4
18,0.13027129995576833,0.13184639997780323,16.013017018636067,0.7313954929510752,6.8
19,0.13048551170104142,0.13133987225592136,16.237425168355305,0.7273554305235544,6.7
20,0.13171831593600983,0.12762004074951014,16.277759075164795,0.7376018613576889,6.7
21,0.1272722443377753,0.12805669630567232,16.493769725163776,0.7400016486644745,6.8
22,0.12848429029824537,0.12781129653255144,16.189622561136883,0.7302400916814804,6.7
23,0.1296953880185381,0.1323817583421866,15.652787923812866,0.7338710278272629,6.8
24,0.12852094206241294,0.13296150788664818,16.186128854751587,0.7295774618784586,6.9
25,0.1292885679307334,0.12714890576899052,16.359360853830974,0.7431122908989588,6.7
26,0.12796712253208553,0.1255932735900084,16.5140540599823,0.7426291406154633,6.8
27,0.12686376013887038,0.12692939303815365,16.38354237874349,0.7444786975781122,6.7
28,0.12618379858792375,0.13489916920661926,15.46860376993815,0.7388238509496053,6.7
29,0.12592260823200602,0.12585958217581114,16.405076503753662,0.7472752978404363,6.8
30,0.12664786008519863,0.1282514575868845,16.38366111119588,0.7475844770669937,6.7
31,0.12485845762928692,0.13254339434206486,16.420133272806805,0.7479343215624491,6.8
32,0.12506373083099312,0.128835986678799,16.07580836613973,0.7400523473819097,6.6
33,0.12469820462919157,0.12389676831662655,16.269739786783855,0.7545639872550964,6.7
34,0.1272818072263254,0.12250817442933719,16.82332221666972,0.7538419117530187,6.7
35,0.13030710358411893,0.12588201525310674,16.477975606918335,0.7309431731700897,6.6
36,0.12577003804505418,0.12234508184095223,16.479506254196167,0.7558807631333669,6.7
37,0.11954553104048475,0.12102109814683597,16.586544036865234,0.7556466609239578,6.6
38,0.12192758388065417,0.1213855209449927,16.496451139450073,0.7584405740102133,6.7
39,0.12158465323918456,0.1246608030050993,16.769513924916584,0.7564370085795721,6.7
40,0.12380060710764806,0.11959914987285931,16.86497712135315,0.7644409636656443,6.6
41,0.12280801212022063,0.12201451013485591,16.793524185816448,0.7518102725346884,6.7
42,0.12210310083053527,0.12261198336879413,16.941375811894734,0.7570343315601349,6.8
43,0.12298751041429852,0.12094745847086112,16.535532633463543,0.757824977238973,6.9
44,0.1228515597385004,0.11979300094147523,16.474666436513264,0.7623192369937897,6.8
45,0.1220517305811064,0.12546440089742342,16.763445456822712,0.7582393338282903,6.8
46,0.121695757527417,0.11641492135822773,16.963051398595173,0.7654346227645874,6.6
47,0.12058323201373083,0.1220632338275512,16.82645853360494,0.7472181419531504,6.7
48,0.11909823557105634,0.11855715264876683,16.919711192448933,0.7654883762200674,6.8
49,0.11424667853007622,0.11970778554677963,16.880774815877277,0.7587261001269022,6.7
